000000.png,down,493.10294,504.05066,-837.567,506.69595,481.34607,-795.71674,514.91675,480.35764,-795.6866,522.1994,479.44736,-795.7993,474.94324,484.47144,-796.02844,466.25333,485.3421,-796.25305,458.8069,486.0519,-796.2825,536.5662,484.41205,-549.7332,449.20428,494.66425,-547.12744,511.60245,528.17035,-744.9252,479.69965,532.6855,-744.6992,602.7171,593.5403,-408.5139,399.4415,605.74304,-426.19806,677.3236,733.2991,-698.7645,373.86044,758.8659,-730.9348,560.0799,682.3636,-1077.844,477.34955,699.5917,-1118.2861,528.6637,673.3413,-1157.6515,507.7446,685.39557,-1204.8019,527.45874,649.45215,-1109.0665,501.59406,661.2588,-1154.9213,530.926,651.81537,-1063.134,497.83777,664.79987,-1103.8947,560.2589,834.8645,-1.4971228,449.01385,840.0831,1.436258,679.5457,909.99945,-652.81726,351.92877,941.084,-658.5425,649.5853,1032.1284,48.46935,392.91443,1060.2065,24.591867,626.1929,1050.7538,106.83886,418.4003,1077.0697,79.93675,692.38403,1105.3354,-103.60345,354.07574,1134.6558,-140.25613
000002.png,down,573.52374,483.8831,-835.1515,588.43823,462.44168,-792.66876,596.6679,461.71625,-792.696,603.94794,461.29587,-792.85675,557.5815,464.29767,-793.6203,548.5759,464.8642,-793.78705,541.80145,465.5381,-793.81415,620.4206,465.51306,-544.76135,529.4327,470.40765,-545.87396,592.08484,506.73923,-742.6577,560.04987,509.44257,-743.5424,681.48065,569.5326,-406.27454,473.6344,582.97974,-412.04904,754.0613,714.5295,-693.9001,440.21313,737.93634,-709.507,640.32666,665.15643,-1056.201,549.7167,679.2038,-1075.179,606.4662,656.50006,-1134.7257,580.6233,666.02814,-1156.8546,604.3666,633.63104,-1090.8041,575.8415,642.0844,-1106.9341,609.60675,635.00696,-1042.9003,571.09656,645.24347,-1060.2972,631.0266,804.407,-1.2719332,522.4276,806.3746,1.1688805,759.1937,886.5988,-630.1307,414.67587,910.58026,-579.4496,716.63763,1018.8785,38.058144,462.64877,1038.1515,41.20563,693.12573,1038.5453,91.96179,487.56873,1055.6138,89.46456,763.6102,1090.1837,-117.92388,414.30197,1106.2473,-126.39641
000003.png,down,614.2843,479.62253,-893.0057,629.69904,454.206,-849.25366,638.21735,453.53442,-849.21545,646.34406,453.13235,-849.33093,597.4397,456.7441,-850.2345,587.3003,457.4948,-850.4487,580.134,458.16037,-850.46423,664.12585,461.30328,-587.2972,569.6216,465.72058,-588.14636,632.9349,505.08853,-793.8697,599.0552,508.26108,-794.7473,726.2849,574.89636,-437.20938,512.49756,581.165,-446.79324,799.32166,724.0011,-735.2411,470.97763,747.65125,-763.01984,668.45013,670.91254,-1138.1494,588.02814,680.3117,-1174.5316,633.6116,664.0777,-1223.3646,622.99207,665.51196,-1265.1816,628.88257,638.17145,-1173.7866,618.0291,639.0794,-1214.9214,635.435,638.6236,-1122.9863,614.40625,642.5662,-1159.8021,675.4274,821.04553,-6.226016,556.66223,821.85864,6.1907535,793.69257,896.4802,-721.66974,447.4988,918.06885,-700.3749,755.4955,1033.1232,17.319372,490.62585,1038.3733,19.854162,730.9888,1051.8756,78.57673,517.0051,1057.1815,78.45167,797.25867,1108.599,-153.26831,445.39572,1115.9088,-150.55412
000004.png,down,611.9911,513.0955,-926.3555,628.6523,488.45752,-886.0508,638.56476,488.10208,-885.98425,646.74945,487.94012,-886.11957,596.56934,489.95258,-884.46375,587.0627,490.34912,-884.70026,579.0814,490.61395,-884.6938,665.2373,493.51627,-629.82184,570.1512,498.13123,-617.9184,633.2473,538.0234,-828.4095,597.05133,541.8406,-825.52136,734.2914,607.0329,-477.98587,510.9909,613.60535,-469.0356,799.5301,765.8914,-771.6676,464.73428,776.89856,-797.6553,664.7525,709.66534,-1179.0765,569.25507,720.22534,-1244.0769,629.39575,699.5248,-1265.7876,602.35724,704.8849,-1340.0756,623.60114,675.03894,-1218.9585,599.8869,677.512,-1288.6027,633.13544,676.4346,-1164.6586,596.32,681.4393,-1230.2036,683.1818,860.4615,-8.330863,558.88654,859.402,8.205638,801.12177,945.7563,-741.6264,436.7547,956.7411,-683.50806,766.5051,1073.4413,-5.2854867,495.1895,1080.2632,25.800875,741.92413,1089.583,57.018707,521.0247,1098.2389,84.074425,802.051,1157.3568,-170.35052,439.6241,1157.5511,-131.53926
000005.png,down,598.31616,533.65546,-982.8346,617.2574,506.8377,-945.3112,628.0913,506.29315,-945.26373,636.34216,506.39624,-945.42535,583.7546,509.32733,-941.24567,574.83954,509.76556,-941.4607,567.7981,510.1378,-941.46063,657.4131,513.7432,-688.80396,560.0236,515.5772,-666.88257,621.0039,558.99554,-883.90076,585.08105,561.6972,-878.18427,730.9006,627.1789,-523.2336,501.21814,631.48816,-495.99973,789.37115,794.7592,-814.8536,445.31534,793.53644,-826.7478,645.7217,734.5983,-1213.9976,554.77075,749.2712,-1278.3987,606.27295,725.95496,-1300.8196,587.6149,731.1244,-1375.8364,606.2834,701.5081,-1255.796,585.539,703.7219,-1320.0566,616.4223,703.824,-1199.2339,581.3472,709.2757,-1262.9319,675.8392,873.59937,-10.182365,550.8809,872.0803,10.08341,792.72577,971.81946,-730.34436,422.187,971.92334,-642.3944,760.3249,1107.9784,-8.072326,482.20712,1102.2545,43.839985,735.85406,1127.804,50.86401,512.29694,1123.8278,98.26232,793.4651,1196.3353,-188.0486,425.30344,1179.3055,-120.07327
000006.png,down,599.89026,527.9778,-848.14624,619.00165,501.81793,-814.0498,629.8588,501.57413,-813.9903,639.00555,501.68655,-814.13055,586.92993,500.7223,-807.9938,578.28326,499.88513,-808.2174,570.78406,498.8895,-808.2483,660.3805,505.89362,-583.1176,566.6779,503.32626,-552.8748,622.55945,553.36053,-758.6114,586.44464,555.7511,-750.77905,739.53656,623.2027,-445.74884,503.8317,621.49115,-400.14554,780.38086,789.2089,-683.6569,440.46954,787.6621,-678.73804,634.7955,728.5987,-979.07874,553.33527,736.36633,-1036.1112,594.5029,722.6549,-1045.9359,582.9546,720.9433,-1114.6847,594.80225,692.769,-998.49274,583.7375,690.55286,-1059.6876,602.62836,694.0274,-960.606,591.93506,701.01794,-1018.6182,684.1628,869.89746,-17.651691,559.3885,871.65576,17.613466,787.3237,970.19165,-694.691,424.80463,964.45026,-613.68066,764.94507,1101.0366,-23.488134,488.75928,1088.1205,51.282326,741.1821,1118.0657,32.331375,517.9236,1109.6566,105.47954,800.20026,1190.4733,-192.86859,430.17944,1167.7877,-90.34597
000008.png,down,549.7664,463.09082,-532.7729,570.4426,438.07083,-513.0402,582.75757,437.74725,-512.91797,592.98035,437.92755,-512.92004,539.3234,439.92285,-492.5325,531.8595,439.95837,-492.67484,524.1907,439.8867,-492.6948,618.267,444.91797,-351.66998,524.614,446.0162,-257.28946,574.9324,488.46155,-468.5476,541.05835,489.33038,-442.55338,709.7643,563.9669,-258.81976,479.61032,559.2367,-90.0496,715.51324,737.48004,-304.1765,392.88995,720.05115,-235.16206,556.88165,664.4601,-354.4181,468.4558,658.2477,-490.89163,514.9091,652.8679,-367.3851,485.0033,635.524,-530.9896,515.41125,627.177,-335.4252,497.0775,607.07776,-485.11203,528.2599,629.80945,-332.44653,504.75095,610.9676,-474.96225,668.21185,811.8188,-43.732876,547.0581,815.5765,43.700153,737.5642,913.0781,-708.6455,392.82645,882.09045,-435.2435,736.2708,1054.3395,-128.8035,473.73764,1019.83386,86.914055,720.35065,1068.6196,-79.416534,507.16016,1045.9972,130.00058,748.2702,1149.6261,-303.90326,403.50256,1090.5366,-43.77439
000009.png,down,551.5099,450.33206,-689.44275,571.09894,420.0305,-683.30347,583.90533,419.30566,-683.08984,595.49,419.1821,-683.0796,542.5053,419.68796,-655.74945,535.70764,418.5216,-655.8989,529.35913,417.6993,-655.9163,624.8122,425.33997,-546.0042,534.67737,424.61127,-420.8845,576.3031,476.9754,-631.34045,546.35913,478.9418,-595.9951,726.37946,554.43085,-473.2459,495.11243,547.6373,-238.29582,714.2785,732.1091,-612.0651,398.76825,709.2639,-446.98306,544.9467,652.95526,-750.9977,436.48923,659.2565,-834.0491,502.7434,642.32465,-794.4918,444.71237,640.85596,-902.8457,505.68036,616.7925,-764.26733,457.60254,617.22076,-861.3145,517.6939,619.6132,-733.4241,466.8425,618.74524,-825.6047,694.92865,810.79486,-60.056812,569.5351,808.562,59.845966,742.6945,913.32416,-714.2455,404.27353,874.97473,-368.99484,742.7874,1056.5845,-158.12846,486.9703,1017.8493,122.863686,734.38306,1074.6167,-110.10724,518.6416,1042.9406,163.16046,744.4882,1161.3694,-321.6349,411.89178,1086.8937,11.350288
000010.png,down,533.3363,428.58347,-683.6421,550.2623,399.0983,-681.91016,563.5226,398.9291,-681.78156,577.168,398.66812,-681.8046,525.5395,398.12216,-646.3987,518.3428,397.27393,-646.52185,511.45953,396.4654,-646.5761,611.31604,406.23276,-558.3663,519.6711,402.4331,-396.56976,554.43256,458.26788,-630.2497,527.9597,457.80103,-584.0535,717.86237,546.85767,-517.3296,490.6779,527.58044,-199.02914,674.10754,726.54395,-671.2202,378.55084,686.66235,-438.30582,485.8202,637.4125,-808.2521,413.37402,631.86084,-855.4071,440.03036,626.5577,-866.9109,399.83768,612.19415,-935.56934,446.22873,598.2728,-845.94714,425.58337,582.9593,-906.4379,460.52,598.89764,-796.1066,438.90247,585.37555,-855.5836,702.63196,799.3834,-83.17551,573.80273,797.14496,83.09245,713.93964,913.0795,-714.47705,389.93692,859.15643,-325.9614,740.3683,1053.2137,-101.053116,484.5039,998.08527,218.98085,743.4921,1064.9694,-46.36636,524.928,1027.3146,266.67984,723.1239,1164.4419,-235.09566,413.8337,1070.4028,138.68428
000012.png,down,463.201,385.64706,-694.0844,485.9011,354.37854,-711.5414,500.68048,352.96143,-711.3496,515.4971,352.1307,-711.42633,460.2762,355.56995,-657.62897,455.21732,354.77457,-657.77856,450.46066,353.58716,-657.79895,557.9984,365.34283,-655.45685,481.69214,361.54382,-409.88043,481.90198,417.26242,-664.25165,461.7938,416.4342,-593.20526,677.36163,522.4062,-668.001,455.08746,500.85468,-189.05281,571.0672,729.15936,-826.35724,354.82202,628.4829,-439.79593,380.97348,613.7224,-892.7488,320.2494,598.1534,-948.2077,328.4412,607.4998,-957.9917,291.60306,579.1593,-1042.5465,338.4574,565.60767,-943.3251,302.28247,554.2809,-1027.7443,355.87808,569.3754,-884.8719,316.55896,557.72906,-960.11456,707.2189,801.69836,-127.54786,573.82416,790.5974,127.37917,626.19354,925.9034,-778.05255,377.2206,836.6771,-168.45102,703.2848,1085.5824,-152.96655,489.3198,987.6925,380.79022,732.01013,1105.5006,-93.81296,534.8328,1014.6282,432.6103,656.67236,1205.6749,-268.0387,399.1037,1060.6962,345.88422
